data_ora_proiezione;titolo_film;genere;regista;anno;durata_minuti;eta_minima;prezzo_biglietto
11/04/2027 10:00;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;8.50
10/04/2027 17:30;Persepolis;Animation;Vincent Paronnaud;2007;96;12;8.50
10/04/2027 14:30;Star Wars;Action;George Lucas;1977;121;12;8.00
10/04/2027 10:00;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;8.50
09/04/2027 13:30;No Country for Old Men;Crime;Ethan Coen;2007;122;16;6.50
09/04/2027 10:30;Escape from Alcatraz;Action;Don Siegel;1979;112;12;8.50
08/04/2027 13:30;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;8.50
08/04/2027 10:00;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;8.50
07/04/2027 13:00;Dark City;Mystery;Alex Proyas;1998;100;12;7.00
07/04/2027 10:00;The Man Who Shot Liberty Valance;Drama;John Ford;1962;123;12;8.00
06/04/2027 10:00;October Sky;Biography;Joe Johnston;1999;108;6;6.50
05/04/2027 10:00;October Sky;Biography;Joe Johnston;1999;108;6;7.00
04/04/2027 19:00;Escape from Alcatraz;Action;Don Siegel;1979;112;12;10.00
04/04/2027 16:00;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;8.50
04/04/2027 13:00;Star Wars;Action;George Lucas;1977;121;12;6.50
04/04/2027 10:00;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;7.50
03/04/2027 15:00;The Man Who Shot Liberty Valance;Drama;John Ford;1962;123;12;8.50
03/04/2027 12:30;Persepolis;Animation;Vincent Paronnaud;2007;96;12;8.00
03/04/2027 10:00;October Sky;Biography;Joe Johnston;1999;108;6;7.50
02/04/2027 16:00;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;7.00
02/04/2027 13:00;Star Wars;Action;George Lucas;1977;121;12;7.50
02/04/2027 10:30;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;7.50
01/04/2027 10:30;Star Wars;Action;George Lucas;1977;121;12;8.00
31/03/2027 13:00;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;7.00
31/03/2027 10:00;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;6.50
30/03/2027 10:30;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;6.50
29/03/2027 16:30;Million Dollar Baby;Drama;Clint Eastwood;2004;132;12;6.50
29/03/2027 13:30;October Sky;Biography;Joe Johnston;1999;108;6;8.00
29/03/2027 10:30;The Goonies;Adventure;Richard Donner;1985;114;0;7.00
28/03/2027 16:30;Persepolis;Animation;Vincent Paronnaud;2007;96;12;7.50
28/03/2027 13:30;The Red Shoes;Drama;Michael Powell;1948;135;12;6.50
28/03/2027 10:00;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;8.50
27/03/2027 18:30;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;9.50
27/03/2027 15:30;The Red Shoes;Drama;Michael Powell;1948;135;12;6.50
27/03/2027 12:30;Raging Bull;Biography;Martin Scorsese;1980;129;12;6.50
27/03/2027 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.50
26/03/2027 13:00;La dolce vita;Comedy;Federico Fellini;1960;174;12;8.50
26/03/2027 10:00;The Great Dictator;Comedy;Charles Chaplin;1940;125;12;8.00
25/03/2027 12:30;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;7.50
25/03/2027 10:00;The Goonies;Adventure;Richard Donner;1985;114;0;8.50
24/03/2027 10:00;All the President's Men;Biography;Alan J. Pakula;1976;138;0;8.00
23/03/2027 13:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;8.50
23/03/2027 10:30;The Silence of the Lambs;Crime;Jonathan Demme;1991;118;12;8.50
22/03/2027 18:00;The Red Shoes;Drama;Michael Powell;1948;135;12;9.00
22/03/2027 13:30;Lagaan: Once Upon a Time in India;Adventure;Ashutosh Gowariker;2001;224;0;7.00
22/03/2027 10:30;The Silence of the Lambs;Crime;Jonathan Demme;1991;118;12;8.50
21/03/2027 16:30;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;7.00
21/03/2027 13:30;Citizen Kane;Drama;Orson Welles;1941;119;12;6.50
21/03/2027 10:30;Gegen die Wand;Drama;Fatih Akin;2004;121;16;8.50
20/03/2027 17:30;Raging Bull;Biography;Martin Scorsese;1980;129;12;7.50
20/03/2027 13:30;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.00
20/03/2027 10:30;Stalag 17;Comedy;Billy Wilder;1953;120;12;8.50
19/03/2027 16:00;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;8.00
19/03/2027 13:30;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;7.50
19/03/2027 10:30;Star Wars: Episode VI - Return of the Jedi;Action;Richard Marquand;1983;131;0;6.50
18/03/2027 15:30;All the President's Men;Biography;Alan J. Pakula;1976;138;0;6.50
18/03/2027 12:30;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;7.00
18/03/2027 10:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.00
17/03/2027 13:00;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;7.00
17/03/2027 10:30;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;8.50
16/03/2027 15:30;Duck Soup;Comedy;Leo McCarey;1933;69;12;7.50
16/03/2027 12:30;All the President's Men;Biography;Alan J. Pakula;1976;138;0;8.00
16/03/2027 10:00;Persepolis;Animation;Vincent Paronnaud;2007;96;12;7.50
15/03/2027 14:00;La planète sauvage;Animation;René Laloux;1973;72;0;8.50
15/03/2027 10:30;The Lord of the Rings: The Fellowship of the Ring;Action;Peter Jackson;2001;178;0;8.50
14/03/2027 17:00;All the President's Men;Biography;Alan J. Pakula;1976;138;0;7.50
14/03/2027 13:00;La dolce vita;Comedy;Federico Fellini;1960;174;12;6.50
14/03/2027 10:00;Close Encounters of the Third Kind;Drama;Steven Spielberg;1977;138;0;8.00
13/03/2027 15:30;All the President's Men;Biography;Alan J. Pakula;1976;138;0;8.50
13/03/2027 12:30;Stalag 17;Comedy;Billy Wilder;1953;120;12;6.50
13/03/2027 10:30;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
12/03/2027 10:30;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;8.50
11/03/2027 16:00;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;8.00
11/03/2027 13:30;Toki o kakeru shôjo;Animation;Mamoru Hosoda;2006;98;0;7.00
11/03/2027 10:00;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;6.50
10/03/2027 15:30;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;8.50
10/03/2027 13:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;6.50
10/03/2027 10:30;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;7.00
09/03/2027 10:30;Escape from Alcatraz;Action;Don Siegel;1979;112;12;7.00
08/03/2027 15:00;Kaze no tani no Naushika;Animation;Hayao Miyazaki;1984;117;0;7.00
08/03/2027 13:00;La planète sauvage;Animation;René Laloux;1973;72;0;7.00
08/03/2027 10:30;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;8.50
07/03/2027 19:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;8.50
07/03/2027 16:30;Life of Brian;Comedy;Terry Jones;1979;94;16;7.00
07/03/2027 13:30;The Goonies;Adventure;Richard Donner;1985;114;0;6.50
07/03/2027 10:30;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;7.00
06/03/2027 15:30;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;7.50
06/03/2027 13:30;La planète sauvage;Animation;René Laloux;1973;72;0;7.50
06/03/2027 10:30;Stalag 17;Comedy;Billy Wilder;1953;120;12;8.50
05/03/2027 10:00;Misery;Drama;Rob Reiner;1990;107;16;8.50
04/03/2027 10:00;After Hours;Comedy;Martin Scorsese;1985;97;12;8.50
03/03/2027 15:00;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;8.00
03/03/2027 13:00;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;8.50
03/03/2027 10:00;The Terminator;Action;James Cameron;1984;107;12;7.50
02/03/2027 15:00;Glory;Biography;Edward Zwick;1989;122;16;7.50
02/03/2027 12:30;The Goonies;Adventure;Richard Donner;1985;114;0;7.00
02/03/2027 10:00;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;6.50
01/03/2027 10:00;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;6.50
28/02/2027 19:00;The Lion King;Animation;Roger Allers;1994;88;0;10.00
28/02/2027 16:00;Inside Man;Crime;Spike Lee;2006;129;16;6.50
28/02/2027 13:00;Gegen die Wand;Drama;Fatih Akin;2004;121;16;7.50
28/02/2027 10:00;The Notebook;Drama;Nick Cassavetes;2004;123;12;8.00
27/02/2027 15:30;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.00
27/02/2027 12:30;Brazil;Drama;Terry Gilliam;1985;132;0;8.00
27/02/2027 10:30;Le dîner de cons;Comedy;Francis Veber;1998;80;12;7.50
26/02/2027 12:30;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;7.00
26/02/2027 10:00;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;7.50
25/02/2027 10:00;Stardust;Adventure;Matthew Vaughn;2007;127;0;7.50
24/02/2027 10:00;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;7.00
23/02/2027 16:00;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;8.00
23/02/2027 13:00;The Notebook;Drama;Nick Cassavetes;2004;123;12;6.50
23/02/2027 10:00;Glory;Biography;Edward Zwick;1989;122;16;7.00
22/02/2027 10:00;The Terminator;Action;James Cameron;1984;107;12;7.00
21/02/2027 18:30;Le dîner de cons;Comedy;Francis Veber;1998;80;12;10.00
21/02/2027 16:30;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
21/02/2027 13:30;Inside Man;Crime;Spike Lee;2006;129;16;7.50
21/02/2027 10:30;Gegen die Wand;Drama;Fatih Akin;2004;121;16;8.00
20/02/2027 19:30;La planète sauvage;Animation;René Laloux;1973;72;0;9.00
20/02/2027 17:00;Au revoir les enfants;Drama;Louis Malle;1987;104;0;8.00
20/02/2027 13:00;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;6.50
20/02/2027 10:30;The Terminator;Action;James Cameron;1984;107;12;8.00
19/02/2027 12:30;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.50
19/02/2027 10:00;The Terminator;Action;James Cameron;1984;107;12;8.00
18/02/2027 12:00;The Terminator;Action;James Cameron;1984;107;12;6.50
18/02/2027 10:00;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.50
17/02/2027 15:30;Glory;Biography;Edward Zwick;1989;122;16;6.50
17/02/2027 13:00;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;8.00
17/02/2027 10:00;Stardust;Adventure;Matthew Vaughn;2007;127;0;6.50
16/02/2027 15:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;6.50
16/02/2027 13:00;The Lion King;Animation;Roger Allers;1994;88;0;7.00
16/02/2027 10:00;Brazil;Drama;Terry Gilliam;1985;132;0;7.00
15/02/2027 15:30;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;7.00
15/02/2027 12:30;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;7.00
15/02/2027 10:00;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
14/02/2027 18:00;The Lion King;Animation;Roger Allers;1994;88;0;10.00
14/02/2027 15:00;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;8.00
14/02/2027 12:30;The Muppet Christmas Carol;Comedy;Brian Henson;1992;85;0;7.00
14/02/2027 10:00;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;8.00
13/02/2027 17:30;The Lion King;Animation;Roger Allers;1994;88;0;8.00
13/02/2027 14:30;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;8.50
13/02/2027 12:00;My Cousin Vinny;Comedy;Jonathan Lynn;1992;120;12;6.50
13/02/2027 10:00;Le dîner de cons;Comedy;Francis Veber;1998;80;12;6.50
12/02/2027 17:00;The Notebook;Drama;Nick Cassavetes;2004;123;12;7.00
12/02/2027 14:00;The Fifth Element;Action;Luc Besson;1997;126;12;8.50
12/02/2027 10:00;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.50
11/02/2027 13:00;Brazil;Drama;Terry Gilliam;1985;132;0;8.00
11/02/2027 10:30;The Odd Couple;Comedy;Gene Saks;1968;105;0;7.00
10/02/2027 12:30;Lawrence of Arabia;Adventure;David Lean;1962;228;0;6.50
10/02/2027 10:00;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;8.50
09/02/2027 13:00;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;7.00
09/02/2027 10:00;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;8.00
08/02/2027 14:00;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;6.50
08/02/2027 10:00;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.00
07/02/2027 15:00;Taegukgi hwinalrimyeo;Action;Je-kyu Kang;2004;140;16;8.00
07/02/2027 12:30;The Lion King;Animation;Roger Allers;1994;88;0;8.50
07/02/2027 10:30;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;6.50
06/02/2027 18:00;Hedwig and the Angry Inch;Comedy;John Cameron Mitchell;2001;95;16;8.50
06/02/2027 15:00;Gegen die Wand;Drama;Fatih Akin;2004;121;16;7.50
06/02/2027 10:30;Lawrence of Arabia;Adventure;David Lean;1962;228;0;7.00
05/02/2027 10:30;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;7.50
04/02/2027 15:00;Lawrence of Arabia;Adventure;David Lean;1962;228;0;7.00
04/02/2027 12:30;Eastern Promises;Action;David Cronenberg;2007;100;16;7.50
04/02/2027 10:00;Au revoir les enfants;Drama;Louis Malle;1987;104;0;8.50
03/02/2027 14:30;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
03/02/2027 10:00;Lawrence of Arabia;Adventure;David Lean;1962;228;0;8.00
02/02/2027 13:30;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;7.00
02/02/2027 10:30;The Outlaw Josey Wales;Western;Clint Eastwood;1976;135;12;8.00
01/02/2027 10:00;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
31/01/2027 21:00;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;8.50
31/01/2027 17:30;Ba wang bie ji;Drama;Kaige Chen;1993;171;16;8.00
31/01/2027 13:00;Lawrence of Arabia;Adventure;David Lean;1962;228;0;8.50
31/01/2027 10:00;Inside Man;Crime;Spike Lee;2006;129;16;8.00
30/01/2027 16:00;Chinatown;Drama;Roman Polanski;1974;130;12;8.00
30/01/2027 13:00;Chinatown;Drama;Roman Polanski;1974;130;12;8.50
30/01/2027 10:00;Gegen die Wand;Drama;Fatih Akin;2004;121;16;8.00
29/01/2027 12:30;Persona;Drama;Ingmar Bergman;1966;85;12;7.00
29/01/2027 10:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;8.50
28/01/2027 15:00;Dial M for Murder;Crime;Alfred Hitchcock;1954;105;12;7.50
28/01/2027 12:30;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;6.50
28/01/2027 10:00;Le dîner de cons;Comedy;Francis Veber;1998;80;12;8.00
27/01/2027 10:00;Stalker;Drama;Andrei Tarkovsky;1979;162;0;7.50
26/01/2027 12:00;Walk the Line;Biography;James Mangold;2005;136;12;8.00
26/01/2027 10:00;Toy Story;Animation;John Lasseter;1995;81;0;6.50
25/01/2027 10:00;The Notebook;Drama;Nick Cassavetes;2004;123;12;6.50
24/01/2027 18:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;10.00
24/01/2027 15:30;The Fifth Element;Action;Luc Besson;1997;126;12;6.50
24/01/2027 12:30;Inside Man;Crime;Spike Lee;2006;129;16;6.50
24/01/2027 10:00;Toy Story;Animation;John Lasseter;1995;81;0;8.00
23/01/2027 16:30;Hera Pheri;Action;Priyadarshan;2000;156;0;8.50
23/01/2027 12:30;The Right Stuff;Adventure;Philip Kaufman;1983;193;6;7.50
23/01/2027 10:30;The Jungle Book;Animation;Wolfgang Reitherman;1967;78;0;6.50
22/01/2027 12:30;Kung fu;Action;Stephen Chow;2004;99;12;8.00
22/01/2027 10:00;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;6.50
21/01/2027 10:00;Night of the Living Dead;Horror;George A. Romero;1968;96;12;6.50
20/01/2027 13:00;Hamlet;Drama;Kenneth Branagh;1996;242;12;6.50
20/01/2027 10:30;Sunrise: A Song of Two Humans;Drama;F.W. Murnau;1927;94;12;6.50
19/01/2027 15:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;7.50
19/01/2027 13:00;Au revoir les enfants;Drama;Louis Malle;1987;104;0;7.50
19/01/2027 10:00;The Notebook;Drama;Nick Cassavetes;2004;123;12;7.00
18/01/2027 16:30;The Gold Rush;Adventure;Charles Chaplin;1925;95;12;6.50
18/01/2027 13:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;7.00
18/01/2027 10:30;The Fifth Element;Action;Luc Besson;1997;126;12;8.00
17/01/2027 16:00;Kung fu;Action;Stephen Chow;2004;99;12;8.00
17/01/2027 12:30;Hera Pheri;Action;Priyadarshan;2000;156;0;8.50
17/01/2027 10:00;Donnie Darko;Drama;Richard Kelly;2001;113;16;6.50
16/01/2027 18:00;Night of the Living Dead;Horror;George A. Romero;1968;96;12;10.00
16/01/2027 15:30;Dark City;Mystery;Alex Proyas;1998;100;12;7.50
16/01/2027 12:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;8.50
16/01/2027 10:00;After Hours;Comedy;Martin Scorsese;1985;97;12;7.00
15/01/2027 10:00;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;7.00
14/01/2027 13:30;Hamlet;Drama;Kenneth Branagh;1996;242;12;8.50
14/01/2027 10:30;The Notebook;Drama;Nick Cassavetes;2004;123;12;6.50
13/01/2027 13:00;His Girl Friday;Comedy;Howard Hawks;1940;92;12;7.50
13/01/2027 10:00;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;6.50
12/01/2027 10:30;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;8.50
11/01/2027 15:30;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;8.00
11/01/2027 12:30;The Fifth Element;Action;Luc Besson;1997;126;12;8.50
11/01/2027 10:00;Donnie Darko;Drama;Richard Kelly;2001;113;16;8.50
10/01/2027 18:00;The Big Lebowski;Comedy;Joel Coen;1998;117;16;9.00
10/01/2027 15:30;Sunrise: A Song of Two Humans;Drama;F.W. Murnau;1927;94;12;8.00
10/01/2027 13:00;Donnie Darko;Drama;Richard Kelly;2001;113;16;8.00
10/01/2027 10:30;Dark City;Mystery;Alex Proyas;1998;100;12;7.00
09/01/2027 16:00;Hamlet;Drama;Kenneth Branagh;1996;242;12;7.00
09/01/2027 13:00;Fantasia;Animation;James Algar;1940;125;0;7.00
09/01/2027 10:30;Dark City;Mystery;Alex Proyas;1998;100;12;8.00
08/01/2027 10:00;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;7.00
07/01/2027 15:30;The 39 Steps;Crime;Alfred Hitchcock;1935;86;12;7.00
07/01/2027 13:00;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;8.50
07/01/2027 10:30;"Aguirre; der Zorn Gottes";Action;Werner Herzog;1972;95;12;8.00
06/01/2027 10:30;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;7.50
05/01/2027 10:30;Fantasia;Animation;James Algar;1940;125;0;6.50
04/01/2027 10:30;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;8.00
03/01/2027 18:00;Blow;Biography;Ted Demme;2001;124;16;9.50
03/01/2027 15:00;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;7.50
03/01/2027 12:30;High Noon;Drama;Fred Zinnemann;1952;85;6;8.00
03/01/2027 10:00;Adams æbler;Comedy;Anders Thomas Jensen;2005;94;16;7.00
02/01/2027 20:30;Tôkyô monogatari;Drama;Yasujirô Ozu;1953;136;0;9.50
02/01/2027 18:00;Eastern Promises;Action;David Cronenberg;2007;100;16;8.50
02/01/2027 14:00;Ba wang bie ji;Drama;Kaige Chen;1993;171;16;7.00
02/01/2027 10:30;Breaking the Waves;Drama;Lars von Trier;1996;159;16;8.00
01/01/2027 16:30;Adams æbler;Comedy;Anders Thomas Jensen;2005;94;16;7.50
01/01/2027 14:00;Nueve reinas;Crime;Fabián Bielinsky;2000;114;16;8.00
01/01/2027 10:30;Breaking the Waves;Drama;Lars von Trier;1996;159;16;7.00
31/12/2026 15:30;The Killing Fields;Biography;Roland Joffé;1984;141;12;8.50
31/12/2026 12:30;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;8.00
31/12/2026 10:00;"Aguirre; der Zorn Gottes";Action;Werner Herzog;1972;95;12;7.00
30/12/2026 17:00;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;7.50
30/12/2026 14:00;One Flew Over the Cuckoo's Nest;Drama;Milos Forman;1975;133;12;8.50
30/12/2026 10:30;Breaking the Waves;Drama;Lars von Trier;1996;159;16;8.50
29/12/2026 13:00;Stalker;Drama;Andrei Tarkovsky;1979;162;0;8.00
29/12/2026 10:30;Kung fu;Action;Stephen Chow;2004;99;12;6.50
28/12/2026 15:30;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;8.50
28/12/2026 12:30;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;7.00
28/12/2026 10:00;Sanjuro;Action;Akira Kurosawa;1962;96;0;6.50
27/12/2026 16:00;Kung fu;Action;Stephen Chow;2004;99;12;8.00
27/12/2026 13:00;Pirates of the Caribbean: The Curse of the Black Pearl;Action;Gore Verbinski;2003;143;12;7.00
27/12/2026 10:30;His Girl Friday;Comedy;Howard Hawks;1940;92;12;7.00
26/12/2026 16:00;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;8.50
26/12/2026 13:00;Rear Window;Mystery;Alfred Hitchcock;1954;112;0;8.50
26/12/2026 10:30;Harold and Maude;Comedy;Hal Ashby;1971;91;6;7.00
25/12/2026 15:30;"Aguirre; der Zorn Gottes";Action;Werner Herzog;1972;95;12;7.00
25/12/2026 12:30;The Fifth Element;Action;Luc Besson;1997;126;12;6.50
25/12/2026 10:00;"Planes; Trains & Automobiles";Comedy;John Hughes;1987;93;0;8.00
24/12/2026 10:00;The Little Mermaid;Animation;Ron Clements;1989;83;0;7.50
23/12/2026 10:30;Toy Story;Animation;John Lasseter;1995;81;0;7.50
22/12/2026 10:30;The Princess Bride;Adventure;Rob Reiner;1987;98;0;6.50
21/12/2026 15:30;Brazil;Drama;Terry Gilliam;1985;132;0;8.00
21/12/2026 13:00;The Princess Bride;Adventure;Rob Reiner;1987;98;0;7.50
21/12/2026 10:00;The Untouchables;Crime;Brian De Palma;1987;119;12;8.50
20/12/2026 16:30;The Untouchables;Crime;Brian De Palma;1987;119;12;7.00
20/12/2026 14:00;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;8.50
20/12/2026 10:00;Giant;Drama;George Stevens;1956;201;0;6.50
19/12/2026 17:30;Giant;Drama;George Stevens;1956;201;0;6.50
19/12/2026 15:00;The Little Mermaid;Animation;Ron Clements;1989;83;0;7.00
19/12/2026 10:30;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;7.00
18/12/2026 16:30;Toy Story;Animation;John Lasseter;1995;81;0;6.50
18/12/2026 13:30;Tôkyô monogatari;Drama;Yasujirô Ozu;1953;136;0;7.00
18/12/2026 10:00;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;8.50
17/12/2026 16:30;This Is England;Crime;Shane Meadows;2006;101;12;6.50
17/12/2026 13:30;Rear Window;Mystery;Alfred Hitchcock;1954;112;0;8.00
17/12/2026 10:30;The Untouchables;Crime;Brian De Palma;1987;119;12;8.00
16/12/2026 12:30;Stand by Me;Adventure;Rob Reiner;1986;89;0;7.50
16/12/2026 10:00;Det sjunde inseglet;Drama;Ingmar Bergman;1957;96;12;8.00
15/12/2026 10:00;Toy Story;Animation;John Lasseter;1995;81;0;8.50
14/12/2026 14:00;Sanjuro;Action;Akira Kurosawa;1962;96;0;8.00
14/12/2026 10:30;The Lives of Others;Drama;Florian Henckel von Donnersmarck;2006;137;12;6.50
13/12/2026 21:30;This Is England;Crime;Shane Meadows;2006;101;12;9.00
13/12/2026 18:00;Pulp Fiction;Crime;Quentin Tarantino;1994;154;12;10.00
13/12/2026 15:00;The Killing Fields;Biography;Roland Joffé;1984;141;12;8.00
13/12/2026 10:30;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;7.00
12/12/2026 15:30;The Little Mermaid;Animation;Ron Clements;1989;83;0;6.50
12/12/2026 12:30;Donnie Darko;Drama;Richard Kelly;2001;113;16;6.50
12/12/2026 10:00;Psycho;Horror;Alfred Hitchcock;1960;109;12;8.00
11/12/2026 10:00;The Little Mermaid;Animation;Ron Clements;1989;83;0;7.00
10/12/2026 16:30;Blow;Biography;Ted Demme;2001;124;16;8.50
10/12/2026 13:30;Das Experiment;Drama;Oliver Hirschbiegel;2001;120;16;8.50
10/12/2026 10:00;Stalker;Drama;Andrei Tarkovsky;1979;162;0;7.00
09/12/2026 15:30;Harry Potter and the Sorcerer's Stone;Adventure;Chris Columbus;2001;152;0;7.00
09/12/2026 13:00;The Lost Weekend;Drama;Billy Wilder;1945;101;12;7.00
09/12/2026 10:30;Hannah and Her Sisters;Comedy;Woody Allen;1986;107;12;7.50
08/12/2026 15:30;Stalker;Drama;Andrei Tarkovsky;1979;162;0;8.00
08/12/2026 13:00;Das Experiment;Drama;Oliver Hirschbiegel;2001;120;16;7.50
08/12/2026 10:00;Psycho;Horror;Alfred Hitchcock;1960;109;12;7.50
07/12/2026 12:30;Bringing Up Baby;Comedy;Howard Hawks;1938;102;12;8.00
07/12/2026 10:00;Stand by Me;Adventure;Rob Reiner;1986;89;0;8.50
06/12/2026 16:30;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;7.00
06/12/2026 13:00;The Day of the Jackal;Crime;Fred Zinnemann;1973;143;12;6.50
06/12/2026 10:00;Salinui chueok;Crime;Bong Joon Ho;2003;131;12;8.00
05/12/2026 17:00;Donnie Darko;Drama;Richard Kelly;2001;113;16;6.50
05/12/2026 14:30;Le charme discret de la bourgeoisie;Comedy;Luis Buñuel;1972;102;6;7.00
05/12/2026 10:00;Once Upon a Time in America;Crime;Sergio Leone;1984;229;12;6.50
04/12/2026 10:00;Breaking the Waves;Drama;Lars von Trier;1996;159;16;8.00
03/12/2026 10:00;Smultronstället;Drama;Ingmar Bergman;1957;91;0;7.00
02/12/2026 15:30;Notorious;Drama;Alfred Hitchcock;1946;102;0;8.00
02/12/2026 12:30;The Exorcist;Horror;William Friedkin;1973;122;12;6.50
02/12/2026 10:00;"Aguirre; der Zorn Gottes";Action;Werner Herzog;1972;95;12;7.50
